good,dirty,wait,lastyear,usa
0,0,5.49,5,0
1,1,2.14,2,0
1,0,1.73,1,0
1,0,1.48,1,0
1,0,1.23,1,0
1,0,1.23,1,0
1,0,0.98,1,1
1,0,1.99,1,1
1,0,2.23,2,1
1,0,1.58,1,1
0,0,1.31,1,1
0,0,1.31,1,1
1,0,1.06,1,1
0,0,1.06,1,1
0,0,1.31,6,1
0,1,5.33,2,1
1,0,0.98,5,1
1,0,2.36,1,1
0,0,1.96,2,1
1,0,1.48,7,1
0,0,1.06,5,1
0,0,2.88,1,1
1,0,4.68,2,1
0,0,5.21,2,1
0,0,1.48,1,1
1,0,5.49,2,1
0,1,4.68,1,1
0,0,5.49,1,1
0,0,4.68,2,1
1,0,0.98,4,1
1,0,1.96,4,1
1,0,1.96,2,1
0,0,5.49,7,1
1,0,1.48,1,1
0,0,5.39,4,1
1,0,1.71,6,1
0,0,2.41,8,1
1,0,1.04,2,1
1,0,3.11,2,1
0,0,1.54,1,1
0,1,5.56,6,1
1,0,1.98,1,1
1,0,1.04,2,1
1,0,3.88,69,1
1,0,1.54,56,1
1,0,2.49,2,1
1,0,2.49,2,1
0,0,3.29,2,1
0,0,5.56,56,1
1,0,0.81,1,1
1,0,5.33,4,1
1,0,1.14,3,1
0,0,1.66,1,1
0,0,3.24,1,1
1,0,1.14,1,1
0,1,1.66,1,1
0,0,1.39,1,1
0,0,3.56,3,1
1,0,1.66,1,1
1,0,5.33,2,1
0,0,5.58,57,1
1,0,2.06,1,1
0,0,3.16,1,1
0,0,3.16,1,1
1,0,5.58,1,1
0,0,3.61,1,1
0,0,3.61,1,1
1,0,5.41,3,1
1,0,1.14,4,1
1,0,3.41,3,1
0,0,5.31,2,1
1,0,1.78,3,1
1,0,1.13,3,1
0,2,2.63,9,1
1,0,0.96,9,1
0,0,0.79,5,1
1,2,4.69,1,1
0,0,4.34,2,1
1,0,5.73,1,1
1,0,5.31,1,1
1,0,4.43,1,1
1,0,1.64,8,1
1,0,1.96,4,1
1,0,1.48,4,1
1,0,1.48,2,1
0,0,4.84,4,1
1,1,1.14,23,1
0,0,1.06,4,1
1,0,1.88,2,1
1,0,5.58,68,1
0,0,5.66,3,1
1,0,1.88,3,1
1,0,1.14,2,1
0,0,1.39,3,1
1,0,0.89,1,1
1,1,0.89,2,1
1,0,0.89,3,1
0,0,4.51,3,1
0,0,0.89,2,1
1,0,1.39,5,1
0,0,1.06,4,1
0,0,0.89,1,1
0,0,5.66,7,1
1,0,0.89,10,1
1,0,1.39,1,1
0,0,0.89,2,1
1,0,0.89,9,1
1,0,5.03,2,1
0,0,1.14,1,1
0,0,4.74,2,1
1,0,0.98,1,1
1,0,2.36,1,1
1,0,1.96,0,1
1,0,1.14,1,1
1,0,1.48,2,1
1,0,5.08,5,1
1,0,2.78,19,1
1,0,1.96,8,1
1,0,2.78,3,1
1,1,1.48,5,1
1,1,2.78,2,1
0,0,1.96,1,1
1,0,1.96,1,1
0,0,1.48,1,1
0,2,4.03,1,1
0,0,2.31,3,1
1,0,2.01,1,1
1,0,5.43,4,1
0,0,5.68,5,1
1,0,4.01,4,1
0,0,3.34,5,0
1,0,1.73,1,0
1,0,0.81,1,0
1,0,1.79,2,0
1,0,2.64,2,0
1,1,1.79,2,0
0,0,1.58,1,0
1,0,1.06,2,0
1,0,4.56,1,0
0,0,2.58,1,0
1,0,2.23,2,0
1,0,1.96,2,0
0,0,3.51,4,0
1,0,3.51,1,0
0,0,0.81,3,0
1,0,1.48,1,0
1,0,3.51,1,0
1,0,1.31,4,0
0,0,2.23,2,0
1,0,1.79,2,0
1,0,1.99,2,0
1,0,2.06,2,0
1,0,2.64,1,0
1,0,1.96,1,0
1,0,2.23,14,0
1,0,2.23,2,0
1,0,1.31,1,0
1,0,1.31,1,0
1,0,1.31,7,0
1,0,1.31,4,0
1,0,1.06,9,0
0,0,2.23,1,0
1,0,1.06,1,0
0,0,5.33,2,0
1,2,1.31,2,0
1,0,1.31,2,0
1,0,1.06,4,1
1,0,1.06,2,1
1,0,1.58,10,1
1,0,5.58,6,1
1,0,1.31,2,1
1,0,1.58,4,1
1,0,1.58,1,1
1,0,1.58,1,1
1,0,3.66,1,1
0,0,1.06,15,1
1,0,5.58,2,1
1,0,1.06,1,1
1,0,1.06,1,1
1,0,1.06,2,1
0,0,2.43,3,1
1,0,1.06,5,1
0,0,1.58,2,1
1,0,1.58,2,1
1,0,1.06,2,1
1,0,1.06,4,1
1,0,3.63,1,1
1,0,1.06,2,1
1,0,1.06,3,1
0,0,1.99,2,1
1,0,1.99,3,1
1,0,1.99,2,1
0,0,1.31,9,1
1,0,1.99,1,1
1,0,3.13,2,1
1,0,1.99,5,1
0,0,1.58,5,1
1,0,1.99,6,1
1,0,1.58,4,1
1,0,1.23,2,1
0,0,1.23,4,1
0,0,5.21,10,1
0,0,4.44,1,1
0,0,5.63,11,1
1,0,5.21,4,1
1,0,1.06,5,1
1,0,1.99,3,1
0,0,1.58,2,1
0,0,5.58,2,1
1,0,1.58,4,1
1,0,1.06,48,1
0,0,2.96,1,1
0,0,5.58,5,1
1,0,1.06,1,1
1,0,1.31,4,1
0,0,1.06,4,1
0,0,4.86,2,1
1,0,1.31,2,1
1,0,4.84,2,1
1,0,5.49,3,1
0,2,5.33,5,1
0,0,0.81,4,1
1,0,0.81,4,1
0,0,5.66,1,1
1,0,0.73,3,1
1,0,5.33,1,1
1,0,5.49,3,1
1,0,5.33,4,1
1,0,5.74,1,1
0,0,5.33,6,1
0,0,5.66,6,1
1,0,5.66,46,1
1,0,5.33,3,1
1,0,0.73,4,1
1,0,5.41,10,1
1,0,5.49,9,1
0,0,5.21,4,1
1,0,1.48,1,1
0,0,5.58,2,1
0,0,1.06,3,1
1,0,5.41,4,1
0,0,0.73,9,1
0,1,4.51,0,1
0,1,5.41,0,1
0,0,2.06,1,1
0,0,5.41,11,1
1,0,4.51,3,1
1,0,1.06,2,1
1,0,1.39,2,1
0,2,1.39,4,1
1,3,1.39,14,1
0,0,5.74,2,1
1,0,5.74,3,1
1,0,0.98,2,1
1,0,1.39,3,1
1,0,2.29,4,1
1,0,2.29,2,1
1,0,1.06,5,1
0,0,1.39,2,1
0,0,1.03,1,0
1,0,1.03,2,0
1,0,0.86,1,0
1,0,5.63,3,0
1,0,1.84,1,0
1,0,0.86,4,0
1,0,5.38,1,0
0,0,5.14,1,0
1,0,0.86,9,0
0,2,5.38,8,0
0,0,5.71,1,0
0,0,0.86,1,0
1,0,5.38,2,0
0,0,0.86,4,0
1,0,5.63,2,0
0,0,1.36,2,0
1,0,5.71,2,0
0,0,5.71,1,0
0,0,0.98,3,0
0,0,0.86,4,0
1,0,1.36,2,0
1,0,0.86,9,0
0,0,5.14,2,0
1,0,0.83,1,1
0,0,1.49,1,1
1,0,2.98,1,1
1,0,5.34,1,1
1,0,5.59,1,1
1,0,5.34,1,1
1,0,1.33,1,1
1,0,2.26,2,1
1,0,1.84,2,1
1,0,5.71,1,1
1,0,1.11,5,1
1,0,3.14,1,1
0,0,5.38,1,1
1,0,2.73,2,1
0,0,3.03,2,1
1,0,1.06,1,1
1,0,1.39,1,1
1,0,1.16,6,1
0,0,1.14,1,1
1,0,1.88,1,1
0,0,5.41,6,1
1,0,1.88,1,1
0,0,5.41,1,1
1,0,0.89,3,1
1,0,0.89,2,1
1,0,0.89,1,1
0,0,1.14,1,1
1,0,0.89,1,1
0,0,1.88,1,1
0,2,2.29,5,1
0,0,1.39,6,1
1,0,1.79,1,1
0,0,1.39,1,1
1,0,1.14,5,1
1,0,0.89,1,1
0,0,1.88,1,1
1,0,2.81,2,1
1,1,1.79,7,1
0,0,1.99,3,1
0,0,1.06,5,1
1,0,1.23,4,1
1,0,1.23,1,1
1,0,1.99,2,1
1,0,2.23,5,1
1,0,2.14,2,1
1,0,2.64,8,1
0,0,1.96,5,1
0,0,1.99,7,1
0,0,1.88,6,1
0,0,1.31,1,1
0,0,4.24,1,1
0,0,2.43,1,1
1,0,1.06,5,1
0,0,5.74,0,1
0,0,1.73,6,1
0,2,1.06,1,1
0,3,1.99,26,1
1,0,1.23,2,1
0,0,1.23,5,1
0,0,1.99,1,1
1,0,0.98,1,1
1,0,1.23,2,1
1,0,0.73,2,1
0,1,0.73,1,1
0,0,1.23,1,1
0,0,0.98,1,1
0,0,2.14,1,1
1,0,0.73,2,1
1,0,0.73,1,1
1,0,3.23,1,1
1,0,1.06,1,1
0,0,5.48,7,1
0,0,1.36,8,0
0,0,2.48,3,0
1,0,2.46,1,0
1,0,2.26,1,0
1,0,1.84,2,0
1,0,2.26,12,0
0,0,2.26,1,0
1,0,2.34,2,0
1,0,2.26,3,0
1,0,2.26,2,0
1,0,2.68,2,0
0,0,2.99,1,0
0,0,2.26,1,0
1,0,2.68,2,0
1,0,2.39,3,0
1,0,2.68,2,0
1,0,2.26,2,0
1,0,1.84,1,0
0,0,2.48,0,0
1,0,5.74,3,0
1,0,1.79,2,0
1,0,2.23,2,0
1,0,2.64,4,0
1,0,2.23,1,0
1,0,2.96,1,0
0,0,1.31,1,0
1,0,2.23,1,0
1,0,2.64,4,0
0,0,0.81,5,0
1,0,3.51,2,0
1,0,2.23,0,0
1,0,1.79,1,0
0,0,2.64,8,0
1,0,1.79,2,0
1,0,2.14,1,0
1,0,2.14,1,0
1,0,1.48,1,0
1,0,1.66,1,0
1,0,5.74,4,0
0,0,2.14,2,0
1,0,1.73,1,0
1,0,2.43,1,0
1,0,1.73,2,0
1,0,0.73,3,0
1,0,1.23,4,0
1,0,1.48,3,0
0,0,1.48,21,0
0,0,2.58,2,0
1,0,1.06,3,0
0,0,0.73,6,0
0,0,2.14,3,0
0,0,2.93,1,0
1,0,2.43,1,0
0,0,1.99,4,0
0,0,1.58,1,0
1,0,1.06,2,0
1,0,1.06,1,0
0,0,1.06,2,0
1,0,1.99,1,0
0,0,3.13,1,0
0,1,2.64,8,0
1,0,1.58,1,0
1,0,1.88,5,0
1,0,4.26,1,0
1,0,1.58,1,0
1,0,1.99,1,0
1,0,1.99,2,0
1,0,1.31,1,0
0,0,1.39,1,0
1,0,1.06,3,0
0,0,1.58,1,0
0,0,2.81,1,0
0,0,2.81,1,0
0,0,1.99,1,0
0,0,1.23,11,0
1,0,2.81,1,0
0,3,4.26,4,0
0,0,4.39,1,0
0,1,1.99,4,0
1,0,0.81,14,0
1,0,0.81,11,0
1,0,1.96,11,0
1,0,0.98,5,0
0,0,1.96,1,0
1,0,2.78,2,0
1,0,2.36,2,0
1,0,2.06,1,0
1,0,0.81,3,0
0,0,1.48,4,0
1,0,3.34,1,0
0,0,3.09,3,0
0,1,2.36,2,0
1,0,1.48,3,0
0,0,2.14,5,0
0,2,2.78,0,0
1,0,1.66,1,0
0,0,1.48,4,0
0,1,1.96,2,0
0,0,2.36,4,0
0,0,2.36,1,0
0,0,1.48,3,0
0,0,1.48,2,0
0,1,1.96,2,0
0,0,2.64,1,0
0,0,3.34,1,0
1,0,2.36,1,0
0,0,3.26,7,1
1,0,1.16,2,1
1,0,1.16,1,1
1,0,5.68,2,1
1,0,3.78,2,1
0,0,2.58,5,1
1,0,2.51,5,1
0,0,3.89,1,1
0,0,3.78,3,1
1,0,3.63,1,1
0,0,0.73,3,1
1,0,5.33,11,1
1,0,2.93,1,1
0,0,3.99,1,1
0,0,5.21,6,1
1,0,1.73,4,1
1,0,5.21,1,1
1,0,2.93,2,1
1,0,2.58,4,1
0,0,2.36,1,1
0,0,5.21,1,1
0,0,2.63,1,1
0,0,2.63,1,1
0,0,2.21,5,1
0,0,2.63,1,1
1,0,1.78,4,1
1,0,1.29,1,1
1,0,1.21,2,1
1,0,1.29,4,1
1,0,1.29,2,1
1,0,5.64,1,1
0,0,3.36,1,1
1,1,3.64,1,1
1,0,5.48,1,1
1,0,5.64,1,1
1,0,2.21,1,1
1,0,5.73,1,1
0,0,0.79,3,1
1,0,5.64,1,1
1,0,1.78,1,1
1,0,1.78,2,1
0,0,1.54,1,1
1,0,1.54,1,1
1,0,0.79,1,1
0,0,5.39,3,1
0,0,0.79,1,1
1,0,1.48,1,1
0,0,2.23,2,1
0,1,3.09,31,1
1,0,0.98,2,1
1,0,3.34,2,1
0,0,0.98,3,1
0,0,0.98,2,1
0,0,5.61,1,1
0,0,0.81,1,1
0,0,0.81,1,1
0,0,4.68,11,1
0,0,0.73,2,1
1,0,0.98,1,1
1,0,5.49,1,1
0,0,4.68,2,1
0,0,0.98,1,1
0,0,3.93,3,1
1,0,1.14,2,1
1,0,2.51,3,1
1,0,5.66,3,1
1,0,5.66,4,1
1,0,2.51,1,1
0,0,1.14,11,1
0,0,5.66,3,1
1,0,1.14,1,1
1,0,5.03,3,1
1,0,5.66,2,1
0,5,1.14,5,1
0,0,5.66,1,1
0,0,5.58,5,1
1,0,5.66,1,1
1,0,5.66,1,1
1,0,5.66,1,1
0,0,1.14,1,1
1,0,5.66,2,1
1,2,5.21,2,1
1,0,0.73,1,1
1,0,0.98,1,1
1,0,5.41,1,1
1,0,1.06,10,1
1,0,1.39,4,1
1,0,5.03,8,1
0,2,1.58,5,1
1,0,5.41,1,1
0,0,5.41,1,1
0,0,1.39,1,1
1,0,5.66,2,1
1,0,5.41,2,1
1,0,5.41,14,1
1,0,0.89,1,1
1,0,5.41,7,1
1,0,1.39,5,1
1,0,5.41,2,1
0,0,0.89,1,1
0,0,5.03,2,1
0,0,5.41,3,1
0,0,2.58,1,1
1,0,5.49,1,1
0,0,5.33,1,1
0,0,5.49,1,1
0,0,1.96,4,1
1,0,0.98,1,1
1,0,5.49,1,1
1,0,4.68,4,1
0,0,4.68,3,1
0,0,4.68,1,1
0,0,4.68,2,1
1,0,0.98,1,1
1,0,4.51,3,1
0,0,5.49,5,1
1,0,4.68,67,1
1,0,4.51,2,1
0,0,4.58,1,1
0,0,5.21,1,1
1,0,5.49,1,1
0,0,4.68,1,1
1,0,1.48,1,1
0,0,5.49,24,1
1,0,0.89,8,1
0,0,0.98,1,1
1,0,1.06,2,1
1,0,1.06,4,1
0,0,1.31,1,1
0,0,5.58,1,1
0,0,5.58,4,1
0,0,3.38,11,1
0,0,0.73,1,1
1,0,1.06,1,1
0,0,5.58,3,1
0,0,5.33,7,1
1,0,0.81,6,1
1,0,5.21,1,1
0,0,5.58,1,1
0,0,4.84,7,1
0,1,1.06,8,1
1,0,5.58,1,1
1,0,1.06,4,1
0,1,2.29,18,1
0,0,1.14,1,1
0,0,1.14,41,1
0,0,1.66,3,1
0,0,5.66,1,1
1,0,1.39,1,1
1,0,5.03,3,1
1,0,5.49,5,1
0,0,2.06,6,1
1,0,5.03,8,1
1,0,1.14,4,1
1,0,1.66,2,1
1,0,3.16,3,1
1,0,0.81,4,1
1,0,1.39,1,1
1,0,5.03,5,1
1,0,1.06,2,1
1,0,5.66,1,1
0,0,5.03,1,1
0,0,0.81,4,1
1,0,5.66,9,1
0,0,5.66,2,1
1,0,1.31,1,1
1,0,1.79,1,1
1,0,1.79,1,1
1,0,1.06,1,1
0,0,1.31,1,1
1,0,0.81,4,1
1,0,0.81,1,1
0,0,1.66,1,1
1,0,1.14,3,1
1,0,5.33,4,1
0,0,0.81,3,1
0,0,1.39,1,1
0,0,1.39,5,1
0,0,0.89,9,1
0,0,5.66,4,1
1,0,1.39,1,1
1,0,1.39,2,1
0,0,0.89,5,1
1,0,0.89,1,1
0,0,1.66,2,1
1,0,5.41,20,1
1,0,5.58,2,1
1,0,1.39,4,0
0,0,1.39,1,0
0,0,1.88,1,0
0,1,2.73,1,0
0,0,1.39,1,0
0,1,1.66,1,0
0,0,1.39,4,0
0,0,1.39,2,0
0,0,2.81,1,0
0,2,1.39,2,0
0,0,3.31,1,0
1,0,2.29,1,0
1,0,1.88,1,0
0,0,2.29,1,0
0,0,2.73,1,0
0,0,2.73,1,0
1,0,1.88,2,0
0,0,2.73,1,0
0,1,2.73,1,0
0,0,3.31,1,0
1,0,1.79,3,0
0,0,1.88,4,0
0,0,3.03,1,0
1,0,1.39,1,0
1,0,2.93,2,0
1,0,1.18,14,1
1,0,1.18,4,1
1,0,2.09,2,1
0,0,1.18,1,1
1,0,1.18,5,1
0,0,1.68,2,1
0,0,2.53,1,1
1,0,3.43,1,1
1,1,3.43,1,1
1,0,2.53,2,1
1,0,5.69,5,1
0,0,3.43,1,1
0,0,1.68,1,1
1,0,2.09,2,1
0,0,1.18,3,1
0,1,1.18,3,1
1,0,1.11,43,1
0,1,2.09,2,1
1,0,0.81,11,1
1,0,3.98,5,1
1,0,4.18,1,1
0,0,0.81,31,1
0,3,3.89,5,1
1,0,4.18,1,1
1,0,5.33,7,1
1,0,5.33,18,1
0,0,5.58,1,1
1,0,1.31,4,1
1,1,1.31,1,1
1,0,0.81,2,1
1,0,1.93,3,0
1,0,1.69,0,0
0,0,1.69,2,0
0,0,2.11,1,0
1,0,2.91,1,0
1,0,2.91,1,0
0,1,5.74,1,0
1,0,2.11,1,0
0,0,1.36,4,0
0,0,1.44,43,0
1,0,4.66,7,0
0,0,0.94,13,0
1,0,3.19,1,0
0,0,1.93,1,0
1,0,1.19,7,0
1,0,1.44,2,0
0,0,1.69,1,0
1,0,1.93,2,0
1,0,1.69,5,0
1,0,0.86,3,0
0,0,1.69,2,0
0,0,1.28,2,0
1,0,2.29,1,0
1,0,2.93,3,0
1,0,2.93,1,0
0,0,0.98,1,0
1,0,1.73,1,0
0,0,1.23,5,0
1,0,2.14,5,0
0,0,2.14,3,0
0,0,2.58,1,0
1,0,2.14,1,0
0,0,1.23,12,0
1,0,1.23,3,0
1,0,1.73,2,0
0,0,2.93,4,0
0,2,1.73,1,0
1,0,1.73,5,0
1,0,1.73,6,0
1,0,2.78,1,0
0,0,1.73,2,0
1,0,1.23,1,0
1,1,1.73,2,0
1,0,0.88,5,0
0,0,2.58,2,0
0,0,0.89,19,0
1,0,2.81,1,0
0,2,0.89,1,1
1,0,5.58,6,1
1,0,5.58,11,1
0,0,5.58,1,1
0,1,5.58,1,1
1,0,1.06,3,1
1,0,1.58,2,1
0,1,1.06,1,1
0,0,5.21,1,1
0,0,4.84,1,1
0,0,1.99,0,1
0,0,4.24,2,1
1,1,1.58,5,1
0,0,4.84,1,1
1,0,1.58,4,1
1,0,5.58,2,1
1,0,1.06,1,1
1,0,5.33,2,1
0,0,1.06,1,1
0,1,1.48,1,1
1,0,2.23,2,0
0,0,2.96,1,0
0,0,2.64,1,0
1,0,1.58,2,0
1,0,2.23,1,0
1,0,2.06,1,0
0,1,2.23,1,0
1,0,1.79,1,0
0,0,1.79,1,0
1,0,2.96,2,0
0,0,1.31,3,0
1,0,1.79,1,0
0,0,2.96,2,0
0,0,1.79,1,0
1,0,1.79,1,0
0,0,1.79,1,0
1,0,2.23,4,0
0,0,2.96,1,0
1,0,5.74,1,0
0,0,1.58,3,0
0,0,2.96,1,0
1,0,1.06,1,0
0,0,2.96,0,0
1,0,1.79,3,0
0,0,1.14,1,0
1,0,2.23,1,0
1,0,3.24,1,0
0,0,3.13,1,0
1,0,3.13,2,0
1,0,2.96,1,0
1,0,1.01,3,1
1,0,0.73,1,1
1,0,3.74,4,1
0,0,0.73,1,1
0,0,0.73,1,1
1,0,1.06,19,1
0,0,5.58,1,1
1,0,4.84,1,1
1,0,4.33,1,1
1,0,5.58,2,1
0,0,1.06,3,1
1,0,5.33,7,1
1,1,0.81,4,1
1,0,1.14,1,1
0,0,2.29,1,1
1,0,1.39,3,1
1,0,1.14,1,1
0,0,2.51,2,1
1,0,0.89,1,1
0,0,0.81,1,1
0,0,2.51,1,1
0,0,1.14,1,1
1,0,5.58,1,1
1,1,0.81,1,1
0,1,5.41,11,1
1,0,0.89,4,1
1,1,2.06,8,1
0,0,1.88,4,1
1,0,1.66,6,1
1,0,0.89,5,1
1,0,5.66,1,1
1,0,1.66,1,1
1,0,1.66,1,1
0,0,1.66,5,1
1,0,2.06,2,1
1,0,1.14,8,1
1,0,2.06,29,1
1,1,1.14,4,1
1,0,1.66,3,1
1,0,1.66,1,1
0,0,5.66,1,1
1,0,2.23,4,1
1,0,3.41,1,1
1,0,1.14,1,1
0,0,5.33,7,1
0,0,5.74,2,1
1,0,1.66,5,0
1,0,5.66,2,0
1,0,1.14,3,0
0,0,1.14,5,0
0,0,1.88,1,0
1,0,1.88,2,0
0,0,2.06,4,0
1,0,1.66,3,0
1,0,1.14,3,0
0,0,5.66,1,0
1,0,0.89,1,0
0,0,5.66,1,0
0,0,1.58,2,0
1,0,1.66,1,0
0,0,1.66,1,0
1,0,1.66,4,0
1,0,1.39,5,0
0,0,1.39,0,0
0,0,2.06,1,0
1,0,2.06,1,0
1,0,2.06,48,0
1,0,1.66,2,1
1,0,1.79,4,1
1,0,5.66,1,1
1,0,2.06,1,1
1,0,0.98,1,1
0,0,2.06,4,1
1,0,1.23,1,1
1,1,1.23,2,1
0,0,1.23,1,1
0,1,2.93,3,1
1,0,1.73,1,1
0,0,2.93,2,1
1,0,5.21,2,1
0,0,0.73,2,1
1,0,1.23,1,1
1,0,0.73,1,1
0,1,2.73,3,1
1,0,0.89,1,1
1,0,1.23,1,1
0,0,5.21,4,1
1,0,1.73,1,1
1,0,1.23,2,1
1,0,1.84,1,0
0,0,2.26,3,0
1,0,1.84,3,0
1,0,0.86,4,0
1,0,2.03,4,0
1,0,1.84,3,0
1,0,1.36,7,0
0,0,1.36,7,0
1,0,3.26,1,0
1,0,2.26,1,0
0,0,2.68,3,0
1,0,2.26,6,0
1,0,4.04,1,0
0,0,3.86,1,0
1,0,1.19,4,0
0,0,2.68,1,0
1,0,3.26,1,0
1,0,1.84,1,0
1,0,2.56,1,1
1,0,3.46,3,1
1,0,5.64,1,1
1,0,2.69,1,1
1,0,5.56,2,1
1,0,5.73,1,1
1,0,1.94,1,1
0,0,5.73,2,1
1,0,4.61,1,1
0,0,5.74,1,1
1,0,1.71,1,1
1,0,1.21,1,1
0,0,1.61,1,1
1,1,1.71,2,1
1,0,1.71,2,1
0,0,5.18,5,1
1,0,5.74,1,1
1,0,5.18,4,1
0,0,0.88,8,1
1,0,1.21,2,1
1,0,1.21,1,1
1,0,1.71,4,1
0,0,5.18,4,1
1,0,1.46,4,1
1,0,1.13,56,1
1,0,1.13,1,1
1,0,2.49,1,1
1,0,5.64,5,1
1,0,0.79,1,1
1,0,1.04,4,1
0,0,4.88,2,1
0,0,4.98,1,1
1,0,4.98,5,1
1,0,2.04,2,1
0,3,1.64,61,1
1,0,5.39,11,1
0,0,4.61,1,1
1,0,1.64,2,1
1,0,4.43,1,1
1,1,5.71,34,1
1,0,5.14,6,1
0,1,2.91,1,1
1,0,2.91,3,1
0,0,1.03,1,1
0,0,3.94,1,1
1,0,3.44,2,1
1,0,5.71,1,1
0,0,1.69,1,1
0,0,5.38,1,1
1,0,1.19,2,1
0,0,4.94,2,1
1,0,0.94,1,1
0,0,1.11,2,1
1,0,2.91,1,1
1,0,5.71,1,1
0,0,1.19,1,1
0,0,5.58,2,1
0,0,1.99,2,1
1,1,1.23,3,1
1,0,5.58,1,1
1,0,1.73,3,1
0,0,1.06,1,1
1,0,1.31,4,1
1,0,5.33,3,1
1,0,0.98,2,1
0,0,1.06,1,1
0,0,4.84,5,1
0,0,0.81,1,1
0,0,5.19,1,1
0,0,5.21,16,1
1,0,5.58,1,1
1,0,4.84,1,1
1,0,1.99,5,1
0,0,1.58,4,1
0,0,5.58,4,1
0,1,4.51,17,1
0,0,5.58,1,1
1,0,1.99,1,1
0,0,0.73,2,1
1,0,1.39,1,1
1,0,2.06,5,1
1,0,1.39,1,1
1,0,1.88,1,1
1,0,1.14,4,1
1,0,1.23,2,1
1,1,1.14,1,1
0,0,4.64,9,1
1,0,5.03,3,1
0,0,5.66,1,1
0,0,3.93,1,1
1,0,5.66,1,1
1,0,1.14,1,1
1,0,0.89,4,1
1,0,5.66,1,1
1,0,5.66,1,1
0,0,5.66,3,1
0,0,5.41,2,1
1,0,5.41,18,1
1,1,1.06,4,1
1,0,1.88,1,1
0,0,5.66,1,1
1,0,5.66,1,1
1,0,1.76,43,1
1,0,1.28,4,1
1,0,5.71,1,1
1,0,0.78,2,1
1,0,4.58,4,1
1,0,2.19,5,1
1,0,1.28,5,1
1,0,1.11,2,1
0,0,4.16,1,1
1,0,1.03,3,1
0,3,2.76,1,1
1,0,1.76,2,1
1,1,1.28,2,1
1,0,4.16,4,1
1,0,1.28,1,1
0,0,5.54,60,1
0,0,4.58,9,1
1,0,5.29,1,1
1,0,5.54,9,1
0,0,0.78,1,1
0,0,2.59,2,1
1,0,5.53,2,1
1,0,0.76,1,1
1,0,5.26,2,1
1,0,5.26,2,1
1,0,0.76,1,1
0,0,0.76,3,1
0,0,0.76,4,1
0,0,2.94,1,1
1,0,2.18,1,1
0,0,2.33,10,1
0,1,4.91,2,1
1,0,1.26,1,1
1,0,1.06,1,1
0,0,3.13,4,1
1,0,5.58,5,1
1,0,1.06,1,1
1,0,1.99,3,1
0,0,4.84,9,1
0,0,5.58,3,1
0,0,1.06,5,1
0,0,5.58,5,1
0,0,5.58,2,1
1,0,1.06,1,1
1,0,1.58,2,1
1,0,1.58,1,1
0,0,0.89,53,1
0,0,2.43,5,1
0,0,5.41,2,1
1,2,1.88,1,1
0,0,1.39,1,1
0,0,2.06,2,1
0,0,2.29,8,1
1,0,1.14,8,1
1,0,1.88,2,1
0,2,0.89,20,1
0,0,0.89,2,1
1,0,0.89,1,1
0,0,1.39,2,1
1,0,3.81,1,1
1,0,3.03,1,1
0,6,1.88,1,1
1,0,0.89,1,1
0,0,1.14,1,1
0,0,0.89,5,1
1,0,1.39,4,1
1,0,3.03,1,1
1,0,5.74,4,1
0,0,5.19,2,1
1,0,5.03,4,1
0,0,1.88,2,1
1,0,1.96,1,1
0,0,2.93,2,1
0,2,5.03,69,1
1,0,0.98,2,1
0,0,5.49,3,1
1,0,1.48,2,1
1,0,1.48,1,1
1,0,3.78,1,1
1,0,1.96,1,1
1,0,1.48,1,1
1,0,1.48,2,1
0,0,1.14,2,1
0,0,0.88,2,1
0,0,1.96,3,1
0,0,1.48,1,1
1,0,3.58,1,1
1,0,0.98,2,1
1,0,1.48,2,1
0,1,1.79,1,1
0,1,1.48,1,1
0,2,1.48,3,1
0,0,5.58,2,1
0,0,0.98,1,1
1,0,5.21,2,1
1,1,1.66,3,1
1,0,1.31,5,1
0,0,1.39,1,1
0,0,0.81,4,1
0,0,0.89,1,1
1,0,0.81,5,1
0,0,5.66,1,1
0,0,1.14,2,1
0,0,5.66,1,1
0,0,5.66,5,1
0,0,5.66,5,1
0,0,5.66,4,1
1,0,1.14,2,1
1,0,2.43,2,1
0,0,5.03,7,1
1,0,1.14,2,1
0,0,5.66,2,1
0,0,5.41,4,1
1,0,5.41,1,1
1,0,5.03,2,1
1,0,5.03,3,1
0,0,5.03,5,1
1,0,5.74,2,1
1,0,0.89,4,1
1,0,5.41,10,1
1,0,1.39,1,1
0,0,5.41,2,1
1,0,1.88,1,1
1,0,3.69,2,1
0,0,5.58,1,1
0,0,5.41,4,1
0,0,4.11,2,1
0,0,5.21,8,1
1,0,5.41,4,1
1,0,1.88,2,1
0,0,1.39,1,1
0,0,5.41,2,1
1,0,2.73,5,1
1,0,5.58,1,1
1,0,5.66,1,1
0,0,5.41,9,1
0,0,1.39,0,1
1,0,2.29,2,1
1,0,5.41,3,1
1,0,1.84,5,0
0,0,1.84,1,0
1,0,1.53,1,0
0,0,2.61,4,0
0,0,2.26,1,0
0,0,3.26,2,0
0,0,1.84,1,0
1,0,0.86,7,0
0,0,5.38,1,0
1,0,1.36,1,0
0,0,5.63,9,0
1,0,3.53,1,0
1,0,2.26,7,0
0,0,2.54,0,0
1,0,1.53,0,0
0,0,1.84,0,0
1,0,1.84,1,0
1,0,1.06,1,1
