good,dirty,wait,lastyear,usa
1,0,0.98,2,0
1,0,1.96,1,0
0,0,1.96,4,0
0,0,5.74,1,0
1,0,1.96,1,0
1,0,5.61,1,1
1,0,5.61,1,1
1,0,1.14,1,1
1,0,1.61,2,1
1,0,1.09,2,1
1,0,1.23,4,1
1,0,1.34,1,1
1,0,1.43,11,1
1,0,1.09,1,1
1,0,1.09,5,1
0,0,4.08,3,1
1,0,1.09,2,1
0,0,5.61,3,1
1,0,1.09,2,1
1,0,2.43,1,1
0,0,5.19,1,1
1,0,5.19,1,1
0,0,1.38,2,1
1,0,2.81,1,1
1,0,1.06,1,1
1,0,1.31,1,1
1,0,5.09,6,1
1,0,5.58,1,1
1,0,1.06,1,1
1,0,1.58,1,1
1,0,4.84,2,1
0,0,5.41,22,1
0,0,0.73,1,1
0,0,5.58,2,1
1,1,0.81,4,1
1,1,4.84,47,1
1,0,1.06,2,1
1,0,5.58,14,1
0,0,1.18,1,1
1,0,5.31,2,1
1,1,1.04,70,1
0,1,0.88,11,1
1,0,1.54,1,1
1,0,1.38,10,1
1,0,0.79,19,1
1,0,5.18,1,1
0,0,5.56,7,1
1,0,1.04,3,1
0,1,5.73,2,1
1,0,5.73,1,1
1,0,1.04,6,1
0,0,1.08,4,0
1,0,0.83,1,0
1,0,2.01,2,0
1,1,1.08,2,0
1,0,5.59,1,0
0,0,1.16,1,0
1,0,1.81,1,0
0,0,1.08,5,0
0,0,2.44,1,0
1,0,1.08,2,0
0,0,2.01,2,0
0,0,2.28,3,1
1,0,1.94,2,1
1,0,1.38,1,1
0,0,5.64,3,1
1,0,1.64,5,1
1,0,1.64,1,1
0,0,1.13,1,1
1,0,2.86,3,1
1,0,1.13,1,1
1,0,1.64,3,1
1,0,0.88,4,1
1,0,1.13,3,1
1,0,1.13,10,1
1,0,0.86,5,1
0,0,4.76,1,1
0,0,5.63,3,1
0,0,1.19,2,1
1,0,1.19,1,1
0,0,5.46,55,1
1,0,1.44,1,1
0,0,2.34,69,1
1,0,0.94,5,1
1,0,5.71,1,1
1,0,1.19,2,1
0,1,1.93,2,1
1,0,4.58,2,1
0,0,1.19,1,1
0,2,2.54,9,1
0,0,1.19,60,1
1,0,1.19,1,1
1,0,0.94,2,1
1,0,2.11,1,1
1,0,2.11,1,1
0,0,5.53,2,1
1,0,3.73,2,1
1,0,4.93,2,1
0,0,1.34,1,1
0,0,2.66,1,1
1,0,4.36,6,1
0,0,1.61,5,1
0,0,5.36,11,1
0,0,0.84,9,1
0,0,0.84,5,1
0,0,0.84,1,1
0,0,5.36,2,1
0,0,1.83,2,1
1,0,2.83,2,1
0,0,1.88,1,0
0,0,2.29,1,0
1,0,1.39,3,0
1,0,0.89,60,0
1,0,1.06,1,0
1,0,1.39,2,0
0,0,4.51,1,0
1,1,1.88,4,0
1,0,2.73,1,0
1,0,1.88,2,0
0,0,2.29,2,0
0,0,2.29,1,0
0,1,2.29,1,0
1,0,2.29,1,0
0,0,2.29,1,0
0,1,5.41,2,0
0,0,0.89,1,0
0,0,2.29,1,0
0,0,2.29,1,0
0,0,1.88,1,0
1,0,0.89,6,0
0,0,1.14,4,0
1,0,1.39,1,0
1,0,0.98,1,0
0,0,3.03,1,0
0,0,1.88,0,0
1,0,2.43,1,1
1,0,5.58,2,1
1,0,5.41,2,1
0,0,0.81,1,1
1,0,5.03,13,1
1,0,1.06,5,1
0,1,5.58,4,1
1,0,4.84,1,1
0,0,0.89,13,1
0,0,4.84,13,1
0,0,1.06,1,1
1,0,5.33,9,1
1,0,4.84,5,1
1,0,0.81,23,1
1,0,5.33,4,1
0,0,5.58,3,1
1,0,5.33,1,1
1,0,2.23,2,1
0,0,2.64,3,1
1,0,1.06,3,1
1,0,5.33,3,1
0,0,4.78,2,1
1,0,3.98,4,1
1,0,1.31,4,1
1,0,4.56,1,1
0,0,1.31,4,1
1,0,2.64,1,1
1,0,0.81,2,1
0,0,1.99,1,1
0,0,4.78,1,1
0,0,5.58,1,1
1,1,0.81,2,1
0,0,2.64,1,1
1,0,1.14,1,1
1,0,5.66,1,1
0,1,2.06,1,1
1,1,2.51,2,1
0,0,5.66,2,1
1,0,0.81,1,1
0,0,1.14,1,1
1,0,5.66,1,1
0,0,1.14,4,1
1,0,0.81,1,1
0,0,5.03,2,1
1,0,5.03,1,1
1,0,1.39,2,1
1,0,1.39,1,1
1,0,1.39,2,1
1,0,4.84,4,1
1,0,0.81,5,1
1,0,5.66,2,1
1,0,5.66,3,1
1,0,3.16,5,1
1,0,5.41,1,1
1,0,2.73,2,1
1,0,0.89,1,1
1,0,5.66,2,1
1,1,1.14,2,1
0,0,5.21,1,1
1,0,5.21,2,1
1,0,0.89,1,1
1,0,1.88,1,1
1,0,1.06,1,1
0,2,1.06,1,1
1,0,5.58,7,1
0,0,5.41,2,1
1,0,4.73,2,1
1,0,4.81,2,1
1,0,5.03,2,1
0,0,5.41,4,1
0,0,4.84,3,1
0,0,5.41,1,1
0,0,5.41,1,1
1,0,2.14,2,1
1,0,0.89,4,1
0,0,0.89,2,1
1,0,0.81,4,1
0,0,1.06,1,1
1,0,1.58,5,1
1,0,5.58,3,1
1,0,5.41,2,1
1,0,4.09,1,1
0,0,5.33,1,1
1,0,0.81,5,1
1,0,1.06,3,1
0,0,4.84,2,1
0,0,5.58,4,1
1,0,1.06,1,1
1,0,5.58,4,1
0,0,1.06,1,1
0,0,5.66,33,1
0,0,1.14,45,1
1,0,1.14,2,1
1,0,5.66,5,1
1,0,1.14,1,1
1,0,0.89,5,1
1,0,5.41,3,1
1,0,1.14,2,1
1,0,5.66,2,1
1,0,5.66,8,1
0,1,5.49,37,1
0,0,5.66,14,1
1,0,5.03,1,1
1,0,4.41,1,1
1,0,5.58,2,1
1,0,1.99,1,1
1,0,5.21,4,1
1,0,1.06,1,1
0,0,1.58,2,1
1,0,1.39,1,1
1,0,1.23,1,1
0,0,1.06,1,1
0,0,5.58,16,1
1,0,1.06,1,1
1,0,1.14,6,1
1,0,5.41,5,1
1,0,4.84,8,1
0,2,4.84,15,1
1,0,5.58,1,1
0,0,1.39,10,1
0,0,3.16,1,1
0,0,2.29,1,1
1,0,1.39,1,1
1,0,1.23,4,1
1,0,5.74,1,1
1,0,0.89,32,1
0,0,1.39,1,1
0,0,1.06,1,1
1,0,1.39,1,1
1,0,0.89,2,1
1,1,2.43,2,1
1,0,5.66,3,1
1,1,1.31,7,1
0,0,5.41,1,1
0,0,2.29,1,1
1,0,0.89,1,1
0,0,0.89,5,1
1,0,0.89,5,1
1,0,1.88,2,1
1,0,1.39,1,1
1,0,0.89,1,1
0,0,3.68,1,1
1,0,5.21,20,1
1,0,4.84,3,1
1,0,1.88,1,1
1,0,0.98,2,1
1,0,4.51,8,1
0,0,1.23,1,1
0,0,0.73,1,1
1,0,1.23,1,1
1,0,1.23,1,1
1,0,0.73,2,1
1,0,0.73,2,1
0,2,5.49,10,1
1,0,5.21,1,1
0,0,0.73,2,1
0,0,5.49,2,1
0,0,5.41,1,1
0,0,1.23,1,1
1,0,1.06,1,1
1,0,1.99,1,1
0,0,1.99,1,1
1,0,5.21,5,1
0,0,5.21,2,1
1,0,2.03,2,1
1,0,5.49,1,1
0,0,0.73,23,1
1,0,2.14,1,1
1,0,0.98,1,1
0,0,0.73,1,1
0,0,4.14,1,1
1,0,1.74,10,1
1,0,2.59,2,1
1,0,1.51,34,1
1,0,5.26,24,1
1,0,2.38,4,1
0,0,5.44,14,1
1,0,5.26,17,1
0,0,1.26,1,1
0,0,1.51,1,1
0,0,2.59,2,1
1,0,4.93,65,1
1,0,4.79,3,1
1,0,4.43,3,1
0,0,1.48,2,1
0,0,1.73,1,1
1,0,1.48,1,1
1,0,0.98,1,1
1,0,2.36,9,1
0,0,2.99,1,1
1,0,5.63,7,1
0,0,1.63,3,1
0,0,2.61,16,1
1,0,1.28,5,1
0,0,5.71,7,1
0,0,5.63,25,1
1,0,1.11,4,1
0,0,1.84,5,1
0,0,1.63,3,1
0,0,1.84,1,1
0,0,1.36,5,1
0,1,1.36,3,1
0,1,1.63,4,1
1,0,0.86,1,1
1,0,1.11,4,1
0,0,1.84,8,1
0,0,1.63,2,1
1,0,1.63,2,1
1,0,0.86,7,1
0,0,1.11,7,1
0,0,1.04,6,1
0,0,2.84,1,1
1,0,1.63,2,1
1,0,1.73,3,0
0,0,1.73,1,0
0,0,1.73,1,0
0,0,1.73,1,0
1,0,1.23,1,0
1,0,1.88,8,0
1,0,1.88,3,0
1,0,2.29,2,0
0,0,2.29,4,0
1,0,1.88,4,0
1,0,1.66,3,0
1,1,2.06,5,0
0,0,5.74,1,0
1,0,2.06,1,0
0,0,1.66,5,0
1,0,1.31,1,0
1,0,2.29,1,0
1,0,2.73,1,0
1,0,3.56,1,0
1,0,3.69,2,0
1,0,2.29,2,0
0,0,1.39,0,0
1,0,1.31,1,0
1,0,1.88,1,0
1,0,1.39,5,0
1,0,2.29,32,0
1,0,1.88,1,0
1,0,1.88,1,0
1,0,1.39,2,0
1,0,1.39,3,0
0,0,1.99,1,0
1,0,1.06,1,1
0,0,2.13,3,1
0,0,1.46,2,1
1,0,2.13,2,1
1,0,2.13,5,1
0,3,5.66,1,1
1,0,1.73,2,1
0,0,4.68,2,1
0,0,1.23,4,1
0,1,0.73,2,1
0,0,5.03,1,1
1,0,5.58,38,1
0,0,1.79,2,1
1,0,1.58,1,1
0,0,1.58,2,1
0,0,1.31,3,1
0,0,0.81,2,1
1,1,1.31,1,1
0,0,5.33,6,1
1,0,0.98,5,1
0,0,1.04,4,1
0,0,1.54,2,1
1,0,1.98,1,1
0,0,1.21,5,1
1,0,1.66,17,1
0,0,3.89,1,1
1,0,3.89,1,1
1,0,1.06,2,1
1,0,0.81,1,1
1,0,0.98,4,1
1,0,0.73,1,1
0,1,1.06,15,1
0,0,0.73,1,1
0,0,1.31,1,1
1,0,5.58,4,1
0,0,5.74,5,1
1,0,0.81,1,1
1,0,5.58,34,1
0,0,5.13,8,1
0,0,5.58,5,1
1,0,1.06,5,1
0,2,4.84,2,1
1,0,4.84,4,1
0,0,5.21,1,1
1,0,1.01,56,1
1,0,2.88,2,1
1,0,1.06,5,1
1,0,1.14,2,1
1,0,1.48,1,1
1,1,5.03,4,1
1,0,1.88,1,1
0,0,3.03,2,1
1,0,2.88,3,1
1,0,1.23,10,1
0,0,1.66,7,1
1,2,1.14,3,1
1,0,0.89,2,1
0,0,1.14,1,1
1,0,1.14,2,1
0,0,1.06,3,1
1,0,4.49,1,1
0,0,1.14,1,1
0,0,1.14,2,1
1,0,0.81,1,1
0,0,2.23,2,1
0,0,1.31,1,1
0,0,1.79,3,1
0,1,2.23,3,1
1,0,1.06,4,1
1,0,1.31,1,1
1,0,5.33,1,1
1,0,5.24,1,1
0,0,0.81,1,1
1,0,5.58,2,1
1,0,0.81,5,1
0,0,5.33,1,1
0,0,0.73,4,1
1,0,0.81,1,1
1,0,2.23,4,1
0,0,1.31,1,1
0,1,1.79,2,1
1,0,1.73,21,1
1,0,0.73,3,1
1,0,0.73,1,1
1,0,5.21,1,1
1,0,1.23,1,1
1,0,1.73,1,1
1,0,0.73,1,1
1,0,0.73,5,1
1,0,0.73,1,1
1,0,5.49,7,1
0,0,0.98,3,1
1,0,5.58,1,1
1,0,1.23,4,1
0,0,5.58,7,1
0,2,5.21,9,1
1,0,5.21,7,1
1,0,1.99,1,1
1,0,5.21,9,1
1,0,5.41,5,1
1,0,1.06,1,1
1,0,1.06,1,1
1,0,1.88,2,1
0,0,5.58,3,1
0,0,5.74,0,1
0,0,1.96,9,1
1,0,4.84,1,1
0,0,5.58,5,1
1,0,1.06,1,1
1,0,5.58,1,1
1,0,1.06,1,1
1,0,0.73,3,1
1,0,5.58,4,1
1,0,1.06,2,1
1,0,1.58,1,1
1,0,5.58,4,1
0,0,5.58,4,1
1,0,1.06,3,1
0,0,1.06,1,1
0,0,2.64,1,1
0,0,4.68,3,1
1,0,5.58,2,1
1,0,1.23,2,1
0,0,0.98,1,1
0,0,4.68,1,1
0,0,5.49,1,1
1,0,4.68,2,1
1,0,5.49,4,1
0,0,1.96,1,1
1,0,0.98,1,1
1,0,5.49,2,1
0,0,5.49,3,1
0,0,5.49,2,1
1,0,5.44,18,1
0,0,1.23,7,1
1,0,0.81,4,1
0,0,5.33,1,1
0,0,5.21,39,1
1,0,5.41,1,1
0,0,0.81,1,1
0,0,5.49,1,1
1,0,1.66,4,1
0,0,1.48,1,1
1,0,4.68,3,1
0,0,0.98,2,1
0,0,1.36,2,1
1,0,1.11,2,1
1,0,0.86,1,1
1,0,5.63,3,1
0,0,0.86,2,1
1,0,5.54,7,1
1,0,0.86,49,1
0,0,1.84,4,1
0,0,5.14,4,1
1,0,5.63,14,1
0,0,1.88,1,1
0,0,5.58,5,1
0,0,5.41,6,1
0,0,0.89,1,1
1,0,5.66,2,1
1,0,5.41,4,1
1,0,5.58,2,1
0,0,5.41,1,1
0,0,0.89,1,1
1,0,5.74,1,1
0,0,5.66,1,1
1,0,2.89,3,0
1,0,3.04,10,0
1,0,2.74,3,0
0,1,2.59,2,0
1,0,1.91,1,0
0,0,2.63,2,0
0,0,0.93,2,0
0,1,2.68,2,0
1,0,1.11,5,0
1,0,2.99,5,0
0,0,2.26,1,0
1,0,3.53,3,0
0,0,2.99,6,0
0,0,2.84,2,0
0,0,2.48,2,0
1,0,2.99,4,0
1,0,1.84,1,0
1,0,5.74,2,0
1,0,1.66,2,0
1,0,1.23,5,0
0,0,1.88,1,0
1,0,1.39,10,0
1,0,5.04,1,0
0,0,1.58,2,0
0,0,0.89,21,0
1,0,0.89,4,0
1,0,1.88,1,0
1,0,1.58,1,0
1,0,1.39,2,0
0,0,1.73,1,1
1,0,5.49,5,1
0,0,1.73,1,1
0,0,0.73,4,1
0,0,1.73,4,1
0,0,1.06,1,1
1,0,0.73,1,1
1,0,0.98,1,1
1,0,5.49,4,1
1,0,0.73,1,1
0,2,1.58,20,1
1,0,1.39,5,1
1,0,1.79,1,1
1,0,1.73,3,1
1,0,2.58,2,1
1,0,0.73,1,1
1,0,0.73,5,1
1,0,0.98,1,1
1,0,0.73,7,1
0,2,1.23,18,1
1,0,0.73,1,1
0,0,1.23,1,1
1,0,2.36,1,1
0,0,2.58,3,1
1,0,0.98,2,1
0,0,1.73,2,1
1,0,2.29,1,1
1,0,2.58,1,1
1,1,1.48,1,1
0,0,0.84,1,1
1,0,1.09,4,1
0,0,1.83,1,1
1,0,0.84,1,1
1,0,5.74,18,1
0,0,1.01,2,1
0,0,5.74,1,1
0,0,1.88,1,1
1,0,0.89,1,1
0,0,0.89,1,1
1,0,1.39,1,1
1,0,5.58,5,1
0,1,0.89,4,1
0,0,3.03,4,1
0,0,3.39,2,1
0,0,5.56,1,1
1,0,5.58,1,1
0,0,1.88,2,1
0,1,0.89,11,1
0,0,1.39,2,1
0,1,0.89,1,1
1,0,5.41,4,1
0,0,5.66,4,1
0,0,2.29,1,1
1,0,5.66,4,1
0,0,1.06,1,1
1,0,1.23,1,1
1,0,1.06,4,1
1,0,1.06,4,1
0,0,1.31,3,1
0,0,1.58,1,1
1,0,1.06,39,1
1,0,1.99,1,1
0,0,1.99,1,1
0,0,1.23,1,1
1,0,0.81,5,1
1,0,5.58,2,1
1,0,0.81,2,1
0,1,1.06,1,1
1,1,1.06,1,1
1,0,1.06,9,1
1,0,5.74,1,1
0,0,5.03,31,1
0,1,0.89,4,1
0,0,2.51,3,1
1,0,2.88,1,1
0,0,2.51,1,1
0,0,5.03,1,1
1,0,2.06,2,1
0,0,2.88,1,1
0,0,3.08,1,1
1,0,1.66,1,1
1,0,5.66,1,1
0,0,2.58,1,1
0,0,2.58,1,1
0,0,2.51,1,1
1,0,3.41,1,1
0,0,1.66,2,1
1,0,5.74,4,1
0,0,4.38,2,0
1,0,2.73,2,0
1,0,1.23,1,0
0,0,1.66,5,0
1,0,2.14,1,0
1,0,2.29,1,0
0,0,2.29,2,0
1,0,2.14,5,0
1,0,1.88,2,0
0,0,0.73,4,0
1,0,1.23,1,0
0,0,1.39,3,0
1,0,1.88,2,0
0,0,1.88,4,0
0,0,5.74,2,0
0,0,5.74,1,0
0,0,5.74,1,0
1,0,5.74,2,0
0,0,5.74,2,0
0,0,5.74,3,0
0,0,5.74,2,0
1,0,5.74,9,0
0,0,5.74,2,0
0,0,5.74,6,0
1,0,5.74,1,0
1,0,5.74,1,0
1,0,5.74,10,0
1,0,5.74,1,0
0,0,5.74,1,0
1,0,5.74,1,0
1,0,5.74,2,0
1,0,1.14,5,1
1,0,1.14,2,1
1,0,1.06,1,1
1,0,1.14,1,1
1,0,1.14,1,1
0,0,5.66,1,1
0,0,5.66,2,1
1,0,5.66,2,1
1,0,5.66,4,1
1,0,1.14,1,1
1,0,5.66,2,1
0,0,5.66,10,1
1,0,5.66,1,1
1,0,5.03,2,1
0,0,1.39,1,1
0,1,1.14,17,1
0,0,5.33,1,1
0,0,1.39,4,1
1,0,1.88,2,1
1,0,5.41,2,1
0,0,5.58,8,1
1,0,0.89,2,1
0,0,4.51,1,1
0,0,1.88,4,1
0,0,2.23,2,1
0,0,1.39,1,1
1,0,1.66,2,1
0,0,1.06,2,1
1,0,1.39,2,1
1,0,1.39,2,1
0,0,0.89,1,1
0,0,1.06,2,1
1,0,1.39,1,1
1,0,0.81,2,1
0,0,0.81,4,1
0,0,0.73,1,1
1,0,0.73,1,1
1,0,1.31,2,1
0,0,1.48,2,1
1,0,1.58,4,1
1,0,2.64,1,1
0,1,2.96,1,1
1,0,1.31,1,1
1,0,0.81,4,1
0,0,0.81,1,1
1,0,1.31,1,1
1,3,0.81,4,1
0,0,0.81,2,1
1,0,1.99,2,1
1,0,1.06,2,1
0,0,1.99,2,1
1,0,5.21,8,1
0,0,2.23,1,1
1,0,4.29,2,1
1,1,1.06,3,1
0,0,1.99,2,1
1,0,5.33,17,1
1,0,5.58,3,1
0,0,2.81,1,1
1,0,1.06,10,1
1,0,1.06,2,1
0,0,2.81,1,1
0,0,2.48,4,1
1,0,2.84,4,1
1,0,2.19,1,1
0,0,2.21,2,1
0,0,2.84,2,1
0,0,2.84,1,1
1,0,1.11,2,1
1,0,2.84,1,1
0,0,5.38,2,1
1,0,1.84,2,1
1,0,1.79,2,1
0,0,1.06,5,1
0,0,0.81,23,1
0,0,5.58,1,1
0,0,1.58,1,1
0,0,5.58,9,1
1,0,1.06,1,1
1,0,1.31,5,1
1,0,1.06,4,1
0,0,1.31,1,1
1,0,1.06,4,1
0,0,5.58,3,1
0,0,4.84,1,1
0,0,5.58,2,1
1,0,5.58,5,1
0,0,5.58,1,1
0,0,4.84,2,1
0,0,5.58,1,1
0,0,5.58,1,1
1,0,5.33,2,1
1,0,4.24,5,1
1,0,1.99,25,1
1,0,1.06,1,1
1,0,1.79,2,1
0,0,1.14,8,1
1,0,1.14,1,1
0,0,5.58,1,1
1,0,2.43,2,1
1,0,2.96,4,1
0,0,1.48,1,1
1,0,5.33,5,1
1,0,0.98,1,1
0,0,1.79,1,1
1,1,5.58,57,1
0,0,5.58,1,1
1,0,2.96,5,1
0,0,0.81,1,1
0,0,1.23,1,1
1,0,5.54,8,1
1,0,0.81,1,1
1,0,0.89,1,1
0,0,1.23,1,1
1,0,1.73,1,1
0,0,2.78,2,1
0,0,0.89,2,1
1,0,0.89,4,1
0,0,0.98,1,1
0,2,1.73,1,1
0,0,0.73,2,1
1,0,1.73,2,1
0,0,1.73,3,1
1,0,2.36,1,1
0,1,5.21,4,1
0,0,5.58,1,1
1,0,1.23,1,1
1,0,1.73,1,1
0,0,1.96,1,1
0,1,5.74,1,1
1,0,1.23,1,1
0,0,0.98,1,1
0,0,5.49,1,1
1,0,1.23,2,1
0,0,5.54,1,1
1,0,5.58,3,1
1,0,1.23,1,1
1,0,0.73,2,1
1,0,5.66,1,1
1,0,5.41,2,1
1,0,1.66,1,1
0,1,5.66,1,1
0,2,0.73,1,1
1,0,1.14,4,1
0,0,5.66,19,1
1,0,5.03,1,1
1,0,5.66,3,1
0,0,5.49,1,1
0,0,5.66,1,1
0,0,5.58,1,1
0,0,5.66,10,1
1,0,5.66,10,1
1,0,5.03,1,1
0,0,5.03,3,1
1,0,5.66,1,1
1,0,4.51,1,1
1,0,0.89,1,1
1,0,0.89,1,1
0,1,2.29,1,1
0,0,1.39,3,1
0,0,1.14,1,1
0,0,2.06,1,1
1,0,1.96,1,1
1,0,1.39,1,1
0,0,2.73,1,1
0,1,1.31,2,1
0,0,1.39,5,1
1,0,5.41,5,1
1,0,0.89,1,1
1,0,0.89,0,1
1,0,5.66,1,1
1,0,0.89,1,1
1,0,5.21,1,1
0,0,2.73,3,1
0,0,0.89,2,1
1,0,5.03,4,1
0,0,5.58,1,1
1,0,5.21,1,1
0,0,4.51,8,1
0,0,4.84,1,1
0,0,5.58,3,1
1,0,0.89,1,1
0,0,3.83,1,1
1,0,5.46,6,1
1,0,3.83,2,1
1,0,1.44,1,1
0,0,5.46,2,1
0,0,4.58,2,1
1,0,1.44,4,1
0,0,5.46,10,1
1,1,4.83,5,1
0,0,4.83,55,1
1,0,3.06,2,1
0,0,5.46,1,1
0,1,4.58,10,1
1,0,5.14,2,1
0,1,4.58,1,1
1,0,4.58,1,1
0,1,5.46,4,1
1,0,2.34,8,1
0,0,5.14,3,1
0,1,1.93,1,1
0,0,2.81,3,1
0,0,5.58,60,1
0,0,2.81,2,1
0,0,2.81,10,1
0,0,1.99,2,1
1,0,1.79,1,1
1,0,1.58,1,1
0,0,2.23,1,1
1,0,1.06,1,1
1,0,5.58,1,1
1,0,5.58,2,1
0,0,4.84,3,1
0,0,4.68,2,1
0,0,4.68,5,1
1,0,5.58,4,1
1,1,0.81,2,1
0,0,2.43,1,1
0,0,1.31,4,1
0,0,1.31,1,1
0,0,4.84,1,1
1,0,5.58,7,1
1,0,4.54,2,1
1,0,1.31,4,1
0,0,1.58,1,1
1,0,2.43,1,1
1,0,0.89,4,1
1,0,1.39,1,1
0,0,1.39,1,1
1,0,1.39,2,1
1,0,0.89,1,1
1,0,5.41,2,1
1,0,0.89,9,1
0,0,5.58,2,1
0,0,4.86,3,1
1,0,5.03,2,1
1,0,5.41,36,1
1,0,5.41,1,1
1,0,5.21,3,1
1,0,3.56,4,1
0,0,1.88,11,1
1,0,0.89,1,1
1,0,5.03,2,1
1,1,5.41,1,1
1,0,5.24,3,1
1,0,5.24,1,1
1,0,5.24,2,1
0,0,4.84,2,1
1,0,1.06,1,1
1,0,1.58,1,1
1,0,3.89,1,1
1,0,5.58,5,1
1,0,1.06,1,1
1,0,0.89,1,1
1,0,0.89,1,1
1,0,1.06,1,1
0,0,5.74,2,1
1,0,1.06,4,1
1,0,1.14,1,1
1,0,1.14,1,1
1,0,1.06,2,1
0,0,1.06,1,1
1,0,5.58,1,1
1,0,0.98,3,1
1,0,1.99,4,1
0,0,5.58,52,1
1,0,1.06,2,1
1,0,1.99,1,1
0,0,1.58,4,1
1,0,4.96,1,1
1,0,5.74,1,1
1,0,5.68,4,1
0,0,0.74,1,1
0,0,1.49,2,1
0,0,5.24,8,1
0,0,0.74,1,1
0,0,4.51,4,1
1,0,5.24,4,1
1,0,0.74,2,1
1,0,1.59,2,1
1,0,5.58,1,1
1,0,0.89,1,1
1,0,5.66,7,1
1,0,0.89,1,1
0,0,5.58,19,1
1,0,0.89,3,1
1,0,0.89,4,1
0,0,0.89,5,1
0,0,1.58,1,1
0,0,0.89,1,1
1,0,1.06,1,1
1,0,1.88,3,1
1,0,0.89,2,1
1,0,0.98,1,1
0,0,1.31,1,1
0,0,1.23,1,1
0,2,5.66,1,1
0,0,1.39,7,1
1,0,0.98,3,1
0,0,3.68,1,1
1,0,1.79,4,1
1,0,2.06,1,1
1,0,5.66,2,1
0,0,1.14,2,1
1,0,1.18,1,1
0,0,1.68,1,1
1,0,4.71,1,1
1,0,0.93,5,1
0,0,1.18,1,1
0,0,1.43,8,1
1,0,5.53,1,1
0,0,5.69,1,1
1,0,0.81,1,1
1,0,1.06,4,1
1,0,1.06,4,1
1,0,0.89,1,1
1,0,1.06,1,1
1,0,5.58,10,1
1,0,1.39,2,1
0,0,1.06,5,1
0,0,1.58,1,1
1,0,4.26,0,1
0,0,4.84,2,1
1,0,0.81,21,1
1,0,5.33,3,1
0,0,1.58,1,1
1,0,0.81,1,1
0,0,5.58,14,1
1,0,1.06,3,1
0,0,1.23,2,1
0,0,4.19,2,1
0,0,0.98,1,1
1,0,0.89,8,1
1,0,0.89,3,1
0,0,0.81,3,1
1,0,5.66,1,1
0,0,5.66,1,1
1,0,5.66,1,1
1,1,1.14,9,1
1,0,1.14,1,1
1,0,5.66,2,1
0,1,5.66,1,1
1,0,0.81,1,1
0,0,5.66,4,1
0,0,5.66,1,1
1,0,5.58,1,1
0,0,5.66,13,1
0,0,1.06,5,1
1,0,0.89,2,1
1,0,1.06,8,1
1,0,0.81,1,1
1,0,4.68,5,1
1,0,4.84,2,1
1,0,1.79,1,1
1,0,1.79,1,1
0,0,4.24,2,1
0,0,5.33,3,1
1,0,5.33,9,1
1,0,5.58,18,1
1,0,4.24,15,1
1,0,5.58,5,1
0,0,5.66,4,1
1,0,1.06,2,1
1,0,1.06,1,1
0,0,1.31,1,1
1,0,1.48,5,1
0,1,2.64,1,1
0,0,1.58,1,1
1,0,1.06,1,1
1,0,1.06,4,1
0,0,1.31,3,1
0,0,1.06,2,1
1,0,1.79,1,1
0,0,1.06,4,1
1,0,1.31,4,1
1,0,1.79,1,1
0,0,1.99,2,1
0,0,5.33,4,1
0,0,4.84,4,1
0,0,1.58,1,1
1,0,1.58,1,1
0,0,5.33,1,1
1,0,1.99,1,1
0,0,1.58,2,1
1,0,1.58,1,1
1,0,4.84,1,1
1,0,5.58,1,1
1,0,5.03,1,1
1,0,4.84,1,1
1,0,2.36,2,1
0,0,5.51,5,1
1,0,2.78,1,1
1,0,0.98,1,1
1,0,2.73,1,1
0,0,4.68,2,1
1,0,0.73,2,1
0,0,2.78,2,1
0,0,5.49,15,1
0,0,1.14,1,1
0,0,0.89,7,1
1,0,5.49,4,1
1,0,0.89,3,1
1,0,1.14,4,1
1,0,5.03,8,1
1,0,0.98,3,1
0,0,1.14,1,1
1,0,5.03,19,1
0,0,5.33,54,1
1,1,0.89,1,1
0,0,0.89,5,1
0,0,5.66,3,1
1,0,5.66,1,1
1,0,0.81,1,1
0,0,5.66,1,1
1,0,1.31,5,1
0,0,0.81,4,1
1,0,5.66,5,1
0,1,0.98,19,1
0,0,5.66,9,1
1,0,5.41,3,1
1,0,1.06,1,1
1,0,5.41,2,1
1,0,1.23,3,1
0,0,5.58,4,1
1,0,1.31,9,1
1,0,5.33,3,1
1,0,5.58,9,1
0,0,5.21,4,1
1,0,1.58,1,1
0,0,1.06,1,1
0,0,4.84,3,1
0,0,1.31,1,1
1,0,0.73,2,1
0,0,5.66,8,1
0,0,1.06,1,1
1,0,5.58,1,1
1,0,5.58,1,1
1,0,0.73,3,1
1,0,5.26,8,1
1,0,5.21,4,1
0,0,1.48,4,1
0,1,5.41,3,1
1,0,0.73,4,1
1,0,0.73,8,1
1,0,5.58,5,1
1,0,5.49,3,1
1,0,1.23,5,1
0,0,5.21,56,1
0,0,5.21,15,1
1,0,0.73,3,1
1,0,5.49,10,1
1,0,1.23,66,1
1,0,5.21,1,1
0,0,1.73,1,1
1,0,5.41,3,1
1,0,1.06,4,1
1,0,2.14,1,0
1,0,1.73,1,0
1,0,2.93,2,0
0,0,1.73,1,0
1,0,2.14,4,0
1,0,1.73,5,0
1,0,1.73,4,0
0,0,2.06,1,0
1,0,0.98,3,0
1,0,1.23,4,0
0,0,1.73,1,0
0,0,1.66,6,0
1,0,2.58,2,0
0,0,2.14,1,0
0,0,0.73,1,0
